header
IE0.0    -19.940       1       1 8.8742  8.1081  7.9511    56.14   56.14
OF560.0  -4.3188    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF562.0  -4.3179    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF564.0  -4.3164    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF566.0  -4.3149    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF568.0  -4.3134    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF570.0  -4.3119    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF572.0  -4.3103    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF574.0  -4.3088    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF576.0  -4.3073    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF578.0  -4.3058    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF580.0  -4.3042    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF582.0  -4.3027    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF584.0  -4.3012    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF586.0  -4.2997    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF588.0  -4.2982    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF590.0  -4.2966    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF592.0  -4.2951    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF594.0  -4.2936    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF596.0  -4.2921    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF598.0  -4.2906    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF600.0  -4.289     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF602.0  -4.2875    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF604.0  -4.286     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF606.0  -4.2845    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF608.0  -4.283     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF610.0  -4.2814    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF612.0  -4.2799    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF614.0  -4.2784    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF616.0  -4.2769    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF618.0  -4.2754    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF620.0  -4.2738    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF622.0  -4.2723    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF624.0  -4.2708    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF626.0  -4.2693    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF628.0  -4.2678    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF630.0  -4.2662    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF632.0  -4.2647    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF634.0  -4.2632    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF636.0  -4.2617    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF638.0  -4.2602    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF640.0  -4.2586    0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF642.0  -4.3389    0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF644.0  -4.42      0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF646.0  -4.4577    0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF648.0  -4.5449    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF650.0  -4.6169    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF652.0  -4.5369    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF654.0  -4.4589    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF656.0  -4.4594    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF658.0  -4.4912    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF660.0  -4.4637    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF662.0  -4.3215    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF664.0  -4.2623    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF666.0  -4.2299    0.00 8.8771     0.00    0.00    0.00    0.00    0.00
OF668.0  -4.2051    0.00 8.8771     0.00    0.00    0.00    0.00    0.00
OF670.0  -4.2166    0.00 8.8771     0.00    0.00    0.00    0.00    0.00
OF672.0  -4.2487    0.00 8.8771     0.00    0.00    0.00    0.00    0.00
OF674.0  -4.2364    0.00 8.8772     0.00    0.00    0.00    0.00    0.00
OF676.0  -4.1659    0.00 8.8772     0.00    0.00    0.00    0.00    0.00
OF678.0  -4.0274    0.00 8.8772     0.00    0.00    0.00    0.00    0.00
OF680.0  -3.9745    0.00 8.8772     0.00    0.00    0.00    0.00    0.00
