header
IE0.0    -5.5998       1       1 9.0102  12.0981 13.8098   56.14   56.14
IF2096.5 8.8944     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2106.5 6.3681     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2117.0 6.565      0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2126.5 8.3694     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2140.0 8.3038     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2149.0 6.3386     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2162.5 6.4993     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2178.5 6.3353     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2189.0 6.2697     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2200.0 6.1385     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2212.5 6.9587     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2222.0 8.1791     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2226.0 8.0118     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2239.0 7.4508     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2254.5 8.7959     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2264.0 8.7303     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2280.0 8.0741     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2291.5 8.0413     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2302.0 8.3038     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
IF2311.2 9.1595     0.00 9.1595     0.00    0.00    0.00    0.00    0.00
AS2367.5 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF2368.0 9.1273     0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF2369.4 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
AS2520.4 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF2526.0 8.5039     0.00 9.196      0.00    0.00    0.00    0.00    0.00
IF2528.9 9.196      0.00 9.196      0.00    0.00    0.00    0.00    0.00
AS2596.5 9.1773     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2599.0 9.0617     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2600.8 9.1773     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
AS2627.1 9.1773     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2627.5 9.1601     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2628.0 9.1773     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
AS2641.8 9.1773     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2643.0 9.0945     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2647.0 9.0617     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2652.5 8.7959     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2659.0 8.7992     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2668.0 8.4711     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2677.5 8.3694     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2688.0 8.271      0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2697.0 8.3038     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2704.5 8.0741     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2717.5 7.5164     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2728.0 7.1227     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2729.0 7.9429     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2737.5 7.6476     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2747.5 8.0085     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2755.0 7.6804     0.00 9.1773     0.00    0.00    0.00    0.00    0.00
IF2766.5 7.5492     0.00 9.1772     0.00    0.00    0.00    0.00    0.00
IF2780.0 8.1398     0.00 9.177      0.00    0.00    0.00    0.00    0.00
IF2793.0 8.4022     0.00 9.1769     0.00    0.00    0.00    0.00    0.00
IF2801.5 8.3038     0.00 9.1769     0.00    0.00    0.00    0.00    0.00
IF2809.5 8.4678     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2819.5 8.271      0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2829.5 8.2382     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2836.5 8.1398     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2845.5 8.5991     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2861.0 8.435      0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2870.0 8.3694     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2875.0 8.271      0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2885.0 8.435      0.00 9.1768     0.00    0.00    0.00    0.00    0.00
IF2894.0 8.0741     0.00 9.1768     0.00    0.00    0.00    0.00    0.00
